2021-1-1,24
2021-1-2,26
2021-1-3,28
2021-1-4,29
2021-1-5,26
2021-1-6,29
2021-1-7,27
2021-1-8,28
2021-1-9,26
2021-1-10,25
2021-1-11,29
2021-1-12,26
2021-1-13,29
2021-1-14,25
2021-1-15,24
2021-1-16,27
2021-1-17,26
2021-1-18,27
2021-1-19,27
2021-1-20,26
2021-1-21,28
2021-1-22,27
2021-1-23,26
2021-1-24,27
2021-1-25,25
2021-1-26,26
2021-1-27,24
2021-1-28,26
2021-1-29,29
2021-1-30,29
2021-1-31,25
2021-2-1,25
2021-2-2,27
2021-2-3,26
2021-2-4,28
2021-2-5,28
2021-2-6,29
2021-2-7,29
2021-2-8,26
2021-2-9,27
2021-2-10,27
2021-2-11,26
2021-2-12,28
2021-2-13,27
2021-2-14,25
2021-2-15,28
2021-2-16,26
2021-2-17,29
2021-2-18,29
2021-2-19,28
2021-2-20,25
2021-2-21,28
2021-2-22,24
2021-2-23,28
2021-2-24,25
2021-2-25,29
2021-2-26,28
2021-2-27,27
2021-2-28,25
2021-3-1,28
2021-3-2,26
2021-3-3,24
2021-3-4,28
2021-3-5,26
2021-3-6,29
2021-3-7,26
2021-3-8,26
2021-3-9,25
2021-3-10,29
2021-3-11,29
2021-3-12,25
2021-3-13,27
2021-3-14,24
2021-3-15,27
2021-3-16,25
2021-3-17,26
2021-3-18,29
2021-3-19,26
2021-3-20,25
2021-3-21,29
2021-3-22,28
2021-3-23,26
2021-3-24,25
2021-3-25,27
2021-3-26,25
2021-3-27,29
2021-3-28,26
2021-3-29,26
2021-3-30,25
2021-3-31,24
2021-4-1,66
2021-4-2,57
2021-4-3,60
2021-4-4,62
2021-4-5,57
2021-4-6,61
2021-4-7,66
2021-4-8,59
2021-4-9,57
2021-4-10,67
2021-4-11,68
2021-4-12,60
2021-4-13,65
2021-4-14,63
2021-4-15,62
2021-4-16,68
2021-4-17,63
2021-4-18,64
2021-4-19,63
2021-4-20,63
2021-4-21,57
2021-4-22,60
2021-4-23,59
2021-4-24,59
2021-4-25,63
2021-4-26,64
2021-4-27,65
2021-4-28,58
2021-4-29,67
2021-4-30,67
2021-5-1,67
2021-5-2,66
2021-5-3,66
2021-5-4,64
2021-5-5,66
2021-5-6,67
2021-5-7,68
2021-5-8,58
2021-5-9,57
2021-5-10,61
2021-5-11,65
2021-5-12,65
2021-5-13,68
2021-5-14,64
2021-5-15,68
2021-5-16,58
2021-5-17,66
2021-5-18,68
2021-5-19,61
2021-5-20,59
2021-5-21,66
2021-5-22,59
2021-5-23,57
2021-5-24,57
2021-5-25,64
2021-5-26,62
2021-5-27,65
2021-5-28,57
2021-5-29,63
2021-5-30,68
2021-5-31,68
2021-6-1,62
2021-6-2,60
2021-6-3,66
2021-6-4,68
2021-6-5,57
2021-6-6,67
2021-6-7,69
2021-6-8,57
2021-6-9,57
2021-6-10,59
2021-6-11,60
2021-6-12,59
2021-6-13,63
2021-6-14,65
2021-6-15,58
2021-6-16,68
2021-6-17,59
2021-6-18,61
2021-6-19,64
2021-6-20,60
2021-6-21,69
2021-6-22,63
2021-6-23,60
2021-6-24,57
2021-6-25,60
2021-6-26,59
2021-6-27,62
2021-6-28,63
2021-6-29,65
2021-6-30,63
2021-7-1,93
2021-7-2,83
2021-7-3,96
2021-7-4,91
2021-7-5,88
2021-7-6,83
2021-7-7,82
2021-7-8,96
2021-7-9,82
2021-7-10,92
2021-7-11,88
2021-7-12,88
2021-7-13,80
2021-7-14,91
2021-7-15,87
2021-7-16,86
2021-7-17,81
2021-7-18,94
2021-7-19,93
2021-7-20,91
2021-7-21,94
2021-7-22,95
2021-7-23,93
2021-7-24,83
2021-7-25,80
2021-7-26,96
2021-7-27,89
2021-7-28,93
2021-7-29,88
2021-7-30,91
2021-7-31,92
2021-8-1,83
2021-8-2,88
2021-8-3,84
2021-8-4,85
2021-8-5,84
2021-8-6,90
2021-8-7,79
2021-8-8,84
2021-8-9,87
2021-8-10,85
2021-8-11,95
2021-8-12,91
2021-8-13,88
2021-8-14,92
2021-8-15,81
2021-8-16,89
2021-8-17,89
2021-8-18,91
2021-8-19,84
2021-8-20,88
2021-8-21,81
2021-8-22,89
2021-8-23,89
2021-8-24,96
2021-8-25,94
2021-8-26,87
2021-8-27,86
2021-8-28,85
2021-8-29,96
2021-8-30,83
2021-8-31,79
2021-9-1,88
2021-9-2,90
2021-9-3,89
2021-9-4,85
2021-9-5,91
2021-9-6,82
2021-9-7,81
2021-9-8,91
2021-9-9,95
2021-9-10,95
2021-9-11,83
2021-9-12,80
2021-9-13,87
2021-9-14,85
2021-9-15,88
2021-9-16,88
2021-9-17,81
2021-9-18,87
2021-9-19,82
2021-9-20,81
2021-9-21,91
2021-9-22,94
2021-9-23,86
2021-9-24,90
2021-9-25,96
2021-9-26,95
2021-9-27,86
2021-9-28,84
2021-9-29,79
2021-9-30,96
2021-10-1,92
2021-10-2,103
2021-10-3,102
2021-10-4,93
2021-10-5,92
2021-10-6,92
2021-10-7,107
2021-10-8,98
2021-10-9,101
2021-10-10,88
2021-10-11,93
2021-10-12,89
2021-10-13,90
2021-10-14,98
2021-10-15,104
2021-10-16,91
2021-10-17,92
2021-10-18,90
2021-10-19,89
2021-10-20,98
2021-10-21,91
2021-10-22,97
2021-10-23,89
2021-10-24,104
2021-10-25,96
2021-10-26,93
2021-10-27,106
2021-10-28,107
2021-10-29,90
2021-10-30,99
2021-10-31,102
2021-11-1,93
2021-11-2,89
2021-11-3,106
2021-11-4,107
2021-11-5,99
2021-11-6,89
2021-11-7,93
2021-11-8,98
2021-11-9,91
2021-11-10,94
2021-11-11,100
2021-11-12,95
2021-11-13,103
2021-11-14,104
2021-11-15,101
2021-11-16,91
2021-11-17,97
2021-11-18,106
2021-11-19,93
2021-11-20,101
2021-11-21,96
2021-11-22,103
2021-11-23,102
2021-11-24,98
2021-11-25,103
2021-11-26,100
2021-11-27,101
2021-11-28,89
2021-11-29,100
2021-11-30,90
2021-12-1,91
2021-12-2,103
2021-12-3,103
2021-12-4,89
2021-12-5,108
2021-12-6,98
2021-12-7,93
2021-12-8,99
2021-12-9,89
2021-12-10,93
2021-12-11,104
2021-12-12,107
2021-12-13,107
2021-12-14,106
2021-12-15,95
2021-12-16,98
2021-12-17,103
2021-12-18,96
2021-12-19,99
2021-12-20,91
2021-12-21,101
2021-12-22,94
2021-12-23,103
2021-12-24,102
2021-12-25,92
2021-12-26,93
2021-12-27,97
2021-12-28,98
2021-12-29,106
2021-12-30,90
2021-12-31,101
2022-1-1,218
2022-1-2,191
2022-1-3,200
2022-1-4,199
2022-1-5,220
2022-1-6,192
2022-1-7,231
2022-1-8,215
2022-1-9,198
2022-1-10,220
2022-1-11,217
2022-1-12,201
2022-1-13,207
2022-1-14,195
2022-1-15,201
2022-1-16,224
2022-1-17,210
2022-1-18,220
2022-1-19,219
2022-1-20,195
2022-1-21,206
2022-1-22,199
2022-1-23,202
2022-1-24,206
2022-1-25,229
2022-1-26,205
2022-1-27,193
2022-1-28,191
2022-1-29,219
2022-1-30,221
2022-1-31,202
2022-2-1,192
2022-2-2,217
2022-2-3,228
2022-2-4,219
2022-2-5,210
2022-2-6,224
2022-2-7,218
2022-2-8,192
2022-2-9,210
2022-2-10,212
2022-2-11,202
2022-2-12,197
2022-2-13,224
2022-2-14,221
2022-2-15,197
2022-2-16,193
2022-2-17,213
2022-2-18,202
2022-2-19,192
2022-2-20,223
2022-2-21,207
2022-2-22,205
2022-2-23,189
2022-2-24,208
2022-2-25,193
2022-2-26,193
2022-2-27,227
2022-2-28,222
2022-3-1,226
2022-3-2,191
2022-3-3,226
2022-3-4,227
2022-3-5,215
2022-3-6,190
